id,age,rotoworld_id,sportradar_id,depth_chart_order,number,high_school,weight,height,last_name,search_last_name,full_name,player_id,status,hashtag,gsis_id,birth_city,birth_country,practice_participation,position,birth_date,fantasy_positions,injury_body_part,depth_chart_position,sport,first_name,espn_id,fantasy_data_id,years_exp,rotowire_id,pandascore_id,stats_id,swish_id,college,search_rank,birth_state,team,search_first_name,search_full_name,yahoo_id,injury_start_date,news_updated,injury_status,active,injury_notes,practice_description,personal_tier,ringer_tier,fp_tier,bs_tier,personal_pos_tier,ringer_pos_tier,fp_pos_tier,bs_pos_tier,bye,personal_ranking,ringer_ranking,fp_ranking,bs_ranking,personal_pos_ranking,ringer_pos_ranking,fp_pos_ranking,bs_pos_ranking,fp_adp,fp_ecr,bs_adp,bs_ecr,createdAt,updatedAt
5995,25,13944,528e71ec-8fb3-4928-ace5-fc5ffbf26eb3,1,43,Booker T. Washington (OK),197,70,Hill,hill,Justice Hill,5995,Active,#justicehill-NFL-BAL-43," 00-0034975",,,,RB,1997-11-14,RB,,KR,nfl,Justice,4038441,20802,4,13427,,923109,923109,Oklahoma State,9999999,,BAL,justice,justicehill,31945,,1687214451339,,true,,,0,0,15,0,0,0,10,0,13,0,0,442,0,0,0,122,0,0,442,0,0,2023-07-28T16:28:40.992Z,2023-07-28T16:50:40.606Z
6018,26,,58f18567-a050-49c4-aeca-b34499338b37,2,81,Eldorado (NM),265,80,Gentry,gentry,Zach Gentry,6018,Active,#zachgentry-NFL-PIT-81," 00-0035222",,,,TE,1996-09-10,TE,,TE,nfl,Zach,3929924,20770,4,13511,,883079,883079,Michigan,9999999,,PIT,zach,zachgentry,31973,,1679772308676,,true,,,0,0,16,0,0,0,9,0,6,0,0,534,0,0,0,91,0,0,534,0,0,2023-07-28T16:28:41.035Z,2023-07-28T16:50:42.023Z
6012,24,14272,4afb77d8-4564-469b-be4c-5a8587df8046,3,20,Oxbridge Academy (FL),202,70,Homer,homer,Travis Homer,6012,Active,#travishomer-NFL-CHI-20," 00-0035594",,,,RB,1998-08-07,RB,,RB,nfl,Travis,4037457,20810,4,13484,,922484,922484,Miami (FL),9999999,,CHI,travis,travishomer,32036,,1687453843334,,true,,,0,0,15,0,0,0,10,0,13,0,0,479,0,0,0,124,0,0,479,0,0,2023-07-28T16:28:41.024Z,2023-07-28T16:50:41.091Z
6081,27,,b5e95ece-3b71-439b-b7b4-ae102f9e7c08,,80,Blue Springs South (MO),262,78,Blanton,blanton,Kendall Blanton,6081,Active,#kendallblanton-NFL-KC-80," 00-0035603",,,,TE,1995-11-10,TE,,,nfl,Kendall,3122103,21032,4,13711,,835674,835674,Missouri,9999999,,KC,kendall,kendallblanton,32125,,1676554258254,,true,,,0,0,16,0,0,0,10,0,10,0,0,567,0,0,0,113,0,0,567,0,0,2023-07-28T16:28:41.218Z,2023-07-28T16:50:42.518Z
6074,25,,4f246e92-3d21-450f-977a-dc16892c7238,4,89,Lake Gibson (FL),237,80,Parham,parham,Donald Parham,6074,Active,#donaldparham-NFL-LAC-89," 00-0035329",,,,TE,1997-08-16,TE,,TE,nfl,Donald,3912092,20905,3,13602,,875649,875649,Stetson,352,,LAC,donald,donaldparham,32456,,1687967754256,,true,,,0,0,14,0,0,0,7,0,5,0,0,383,0,0,0,46,0,0,383,0,0,2023-07-28T16:28:41.199Z,2023-07-28T16:50:39.710Z
6144,25,14042,478fcd24-2617-41d5-a900-b272aa6ef515,2,32,C.E. King (TX),206,68,Williams,williams,Trayveon Williams,6144,Active,#trayveonwilliams-NFL-CIN-32," 00-0035291",,,,RB,1997-10-18,RB,,KR,nfl,Trayveon,4035222,20990,4,13548,,910605,910605,Texas A&M,290,,CIN,trayveon,trayveonwilliams,32014,,1683726309975,,true,,,0,0,13,0,0,0,9,0,7,0,0,347,0,0,0,99,0,313,347,0,0,2023-07-28T16:28:41.327Z,2023-07-28T16:50:39.625Z
6137,28,,ec63ee49-3a03-44ca-a083-3916f0bccd76,3,89,Don Bosco Prep (NJ),251,76,Sweeney,sweeney,Tommy Sweeney,6137,Active,#tommysweeney-NFL-NYG-89," 00-0035308",,,,TE,1995-07-01,TE,,TE,nfl,Tommy,3122818,20957,4,13667,,836094,836094,Boston College,9999999,,NYG,tommy,tommysweeney,32060,,1679596535116,,true,,,0,0,16,0,0,0,9,0,13,0,0,547,0,0,0,107,0,0,547,0,0,2023-07-28T16:28:41.320Z,2023-07-28T16:50:42.251Z
6149,26,14258,82ed30a5-54a8-4ed0-b040-99c3a78fb055,1,86,Greater Atlanta Christian (GA),194,73,Slayton,slayton,Darius Slayton,6149,Active,#dariusslayton-NFL-NYG-86," 00-0035535",,,,WR,1997-01-12,WR,,LWR,nfl,Darius,3916945,20943,4,13522,,880557,880557,Auburn,242,,NYG,darius,dariusslayton,32003,,1688656519945,,true,,,0,0,10,0,0,8,7,0,13,0,177,177,0,0,73,74,0,278,177,0,0,2023-07-28T16:28:41.343Z,2023-07-28T16:50:45.549Z
6223,26,,fa7bdbe5-23b9-4cba-9015-98c5e2d09c9e,,8,Dwight Morrow (NJ),210,73,Winfree,winfree,Juwann Winfree,6223,Active,#juwannwinfree-NFL-IND-8," 00-0035593",,,,WR,1996-09-04,WR,,,nfl,Juwann,3128317,21115,4,13664,,836079,836079,Colorado,9999999,,IND,juwann,juwannwinfree,32019,,1683662706129,,true,,,0,0,16,0,0,0,11,0,11,0,0,535,0,0,0,182,0,0,535,0,0,2023-07-28T16:28:41.436Z,2023-07-28T16:50:44.643Z
6290,25,14275,85e18d5f-8a3f-4b6c-88fe-dfdaaed5554e,1,16,Barrington (IL),174,69,Miller,miller,Scott Miller,6290,Active,#scottmiller-NFL-ATL-16," 00-0035298",,,,WR,1997-07-31,WR,,SWR,nfl,Scott,3914397,21138,4,13987,,866578,866578,Bowling Green,9999999,,ATL,scott,scottmiller,32040,,1680114321881,,true,,,0,0,15,0,0,0,11,0,11,0,0,488,0,0,0,158,0,0,488,0,0,2023-07-28T16:28:41.590Z,2023-07-28T16:50:44.439Z
BAL,,,,,,,,,Ravens,,Baltimore Ravens,BAL,,,,,,,DEF,,DEF,,,nfl,Baltimore,,,,,,,,,,,BAL,,,,,,,true,,,0,0,11,0,0,0,2,0,13,0,0,214,0,0,0,7,0,179,214,0,0,2023-07-28T16:28:50.661Z,2023-07-28T16:50:39.270Z
DEN,,,,,,,,,Broncos,,Denver Broncos,DEN,,,,,,,DEF,,DEF,,,nfl,Denver,,,,,,,,,,,DEN,,,,,,,true,,,0,0,11,0,0,0,3,0,9,0,0,215,0,0,0,8,0,201,215,0,0,2023-07-28T16:28:50.503Z,2023-07-28T16:50:39.272Z
6557,26,,767b1112-c77a-4a58-89b4-30f1ffa2a497,3,19,Clearwater Central Catholic (FL),195,73,Smith,smith,Jeff Smith,6557,Active,#jeffsmith-NFL-NYG-19," 00-0035510",,,,WR,1997-04-21,WR,,LWR,nfl,Jeff,3929118,21078,4,13934,,883429,883429,Boston College,9999999,,NYG,jeff,jeffsmith,32533,,1678934732706,,true,,,0,0,16,0,0,0,12,0,13,0,0,571,0,0,0,203,0,0,571,0,0,2023-07-28T16:28:42.211Z,2023-07-28T16:50:44.695Z
6662,28,,5aab93f1-bc81-4d83-b105-d579a14eb349,3,46,Waukon (IA),261,75,Hesse,hesse,Parker Hesse,6662,Active,#parkerhesse-NFL-ATL-46," 00-0035572",,,,TE,1995-05-26,TE,,TE,nfl,Parker,3144991,21569,4,14295,,846264,846264,Iowa,9999999,,ATL,parker,parkerhesse,32588,,1677256222365,,true,,,0,0,16,0,0,0,9,0,11,0,0,537,0,0,0,99,0,0,537,0,0,2023-07-28T16:28:42.407Z,2023-07-28T16:50:42.075Z
6659,27,,0deb1dc9-0945-470d-8352-220d26d03d7d,3,13,Abington (PA),216,71,Reynolds,reynolds,Craig Reynolds,6659,Active,#craigreynolds-NFL-DET-13," 00-0035567",,,,RB,1996-06-15,RB,,RB,nfl,Craig,4421446,21564,4,13960,,1167356,1167356,Kutztown,463,,DET,craig,craigreynolds,32596,,1689866154743,,true,,,0,0,14,0,0,0,10,0,9,0,0,414,0,0,0,120,0,0,414,0,0,2023-07-28T16:28:42.396Z,2023-07-28T16:50:40.111Z
NO,,,,,,,,,Saints,,New Orleans Saints,NO,,,,,,,DEF,,DEF,,,nfl,New Orleans,,,,,,,,,,,NO,,,,,,,true,,,0,0,11,0,0,0,3,0,11,0,0,234,0,0,0,11,0,227,234,0,0,2023-07-28T16:28:50.568Z,2023-07-28T16:50:39.326Z
6790,24,,cc4b5f58-a11c-4450-a1df-617ad88336e4,1,0,St. Joseph's Prep (PA),215,69,Swift,swift,D'Andre Swift,6790,Active,#dandreswift-NFL-PHI-0,,,,,RB,1999-01-14,RB,,RB,nfl,D'Andre,4259545,21684,3,14394,,,1069808,Georgia,56,,PHI,dandre,dandreswift,32705,,1690396519983,,true,,,0,0,6,0,0,6,5,0,10,0,76,73,0,0,29,27,0,62,73,0,0,2023-07-28T16:28:42.611Z,2023-07-28T16:50:45.173Z
6794,24,,4131d4ee-0318-4bb5-832a-4dec80668a4f,1,18,Destrehan (LA),195,73,Jefferson,jefferson,Justin Jefferson,6794,Active,#justinjefferson-NFL-MIN-18,,,,,WR,1999-06-16,WR,,LWR,nfl,Justin,4262921,21685,3,14509,,,1069535,LSU,2,,MIN,justin,justinjefferson,32692,,1690307415992,,true,,,0,0,1,0,0,1,1,0,13,0,1,1,0,0,1,1,0,1,1,0,0,2023-07-28T16:28:42.631Z,2023-07-28T16:50:45.304Z
6797,25,,f0a8f8e3-b9e9-46ed-85e4-eec6452a8a44,1,10,Sheldon (OR),236,78,Herbert,herbert,Justin Herbert,6797,Active,#justinherbert-NFL-LAC-10,,,,,QB,1998-03-10,QB,,QB,nfl,Justin,4038941,21681,3,14446,,,910562,Oregon,10,,LAC,justin,justinherbert,32676,,1690560332148,,true,,,0,0,6,0,0,3,2,0,5,0,61,60,0,0,7,7,0,48,60,0,0,2023-07-28T16:28:42.635Z,2023-07-28T16:50:44.859Z
6768,25,14839,26ad9c27-de38-495e-913c-6fb2428e76d3,1,1,St. Louis (HI),217,73,Tagovailoa,tagovailoa,Tua Tagovailoa,6768,Active,#tuatagovailoa-NFL-MIA-1,,,,,QB,1998-03-02,QB,,QB,nfl,Tua,4241479,21677,3,14465,,,973947,Alabama,50,,MIA,tua,tuatagovailoa,32675,,1688571639776,,true,,,0,0,7,0,0,4,3,0,10,0,89,97,0,0,11,11,0,90,97,0,0,2023-07-28T16:28:42.567Z,2023-07-28T16:50:44.867Z
6801,24,,7963b029-5de4-4541-b00a-44eefe4349af,1,5,Oak Ridge (TN),219,76,Higgins,higgins,Tee Higgins,6801,Active,#teehiggins-NFL-CIN-5,,,,,WR,1999-01-18,WR,,RWR,nfl,Tee,4239993,21690,3,14506,,,978579,Clemson,28,,CIN,tee,teehiggins,32703,,1690398321868,,true,,,0,0,4,0,0,3,3,0,7,0,32,27,0,0,12,13,0,32,27,0,0,2023-07-28T16:28:42.644Z,2023-07-28T16:50:45.336Z
5110,27,,4501e6f4-4683-4357-b241-8b4a0b6aae81,1,3,Redemptorist (LA),184,72,Gage,gage,Russell Gage,5110,Active,#russellgage-NFL-TB-3,00-0034411,,,,WR,1996-01-22,WR,Undisclosed,SWR,nfl,Russell,3115378,20006,5,12992,,822014,822014,LSU,278,,TB,russell,russellgage,31164,,1690560631039,Questionable,true,,,0,0,11,0,0,0,8,0,5,0,0,237,0,0,0,92,0,0,237,0,0,2023-07-28T16:28:39.051Z,2023-07-28T16:50:43.891Z
PIT,,,,,,,,,Steelers,,Pittsburgh Steelers,PIT,,,,,,,DEF,,DEF,,,nfl,Pittsburgh,,,,,,,,,,,PIT,,,,,,,true,,,0,0,11,0,0,0,3,0,6,0,0,235,0,0,0,12,0,211,235,0,0,2023-07-28T16:28:50.655Z,2023-07-28T16:50:39.328Z
6824,24,,924edb03-29a9-42ae-92dd-ef7e8a498095,1,11,Cass Tech (MI),204,74,Peoples-Jones,peoplesjones,Donovan Peoples-Jones,6824,Active,#donovanpeoplesjones-NFL-CLE-11,,,,,WR,1999-02-19,WR,,RWR,nfl,Donovan,4258195,21754,3,14457,,,1050234,Michigan,177,,CLE,donovan,donovanpeoplesjones,32857,,1682770820460,,true,,,0,0,9,0,0,6,7,0,5,0,130,145,0,0,52,64,0,193,145,0,0,2023-07-28T16:28:42.744Z,2023-07-28T16:50:45.463Z
6828,25,,e10bfeb8-ea01-47bc-bfa8-45f6dcbf71b3,2,28,Lawrence Academy (MA),247,72,Dillon,dillon,AJ Dillon,6828,Active,#ajdillon-NFL-GB-28,,,,,RB,1998-05-02,RB,,RB,nfl,AJ,4239934,21802,3,14370,,,1060545,Boston College,89,,GB,aj,ajdillon,32732,,1686589260167,,true,,,0,0,7,0,0,6,5,0,6,0,93,84,0,0,35,33,0,84,84,0,0,2023-07-28T16:28:42.765Z,2023-07-28T16:50:45.199Z
6803,25,,c90471cc-fa60-4416-9388-5aebb5d877eb,1,11,McQueen (NV),200,72,Aiyuk,aiyuk,Brandon Aiyuk,6803,Active,#brandonaiyuk-NFL-SF-11,,,,,WR,1998-03-17,WR,,RWR,nfl,Brandon,4360438,21747,3,14386,,,1107034,Arizona State,68,,SF,brandon,brandonaiyuk,32695,,1686782412956,,true,,,0,0,6,0,0,5,4,0,9,0,73,63,0,0,33,29,0,71,63,0,0,2023-07-28T16:28:42.668Z,2023-07-28T16:50:45.392Z
8159,23,,6bf35760-217c-401d-b80b-2ae7cc5d7564,1,9,St. Xavier (KY),207,75,Ridder,ridder,Desmond Ridder,8159,Active,#desmondridder-NFL-ATL-9,,,,,QB,1999-08-31,QB,,QB,nfl,Desmond,,,1,15928,,,1059684,Cincinnati,211,,ATL,desmond,desmondridder,,,1685655642848,,true,,,0,0,11,0,0,0,5,0,11,0,0,241,0,0,0,31,0,231,241,0,0,2023-07-28T16:28:46.333Z,2023-07-28T16:50:39.338Z
6819,25,,1aefd5e2-1f85-471a-91a5-4aad4cf6fe6d,1,11,Oaks Christian (CA),223,76,Pittman,pittman,Michael Pittman,6819,Active,#michaelpittman-NFL-IND-11,,,,,WR,1997-10-05,WR,,LWR,nfl,Michael,4035687,21744,3,14378,,,911348,USC,59,,IND,michael,michaelpittman,32704,,1690427421890,,true,,,0,0,6,0,0,4,5,0,11,0,64,70,0,0,28,31,0,76,70,0,0,2023-07-28T16:28:42.687Z,2023-07-28T16:50:45.380Z
6805,24,,89338a12-65a8-4670-ac99-97281732ff79,2,1,IMG Academy (FL),178,69,Hamler,hamler,KJ Hamler,6805,Active,#kjhamler-NFL-DEN-1,,,,,WR,1999-07-08,WR,Pectoral,SWR,nfl,KJ,4240380,21759,3,14462,,,976528,Penn State,436,,DEN,kj,kjhamler,32716,,1690149605152,PUP,true,Surgery,,0,0,13,0,0,0,9,0,9,0,0,322,0,0,0,110,0,0,322,0,0,2023-07-28T16:28:42.671Z,2023-07-28T16:50:44.005Z
6806,24,,a57b9914-4315-4295-98b4-9b348c52d6a1,,27,La Grange (TX),215,70,Dobbins,dobbins,J.K. Dobbins,6806,Active,#jkdobbins-NFL-BAL-27,,,,,RB,1998-12-17,RB,Undisclosed,,nfl,J.K.,4241985,21674,3,14418,,,976513,Ohio State,46,,BAL,jk,jkdobbins,32725,,1690411520907,PUP,true,,,0,0,5,0,0,5,4,0,13,0,40,41,0,0,19,18,0,43,41,0,0,2023-07-28T16:28:42.673Z,2023-07-28T16:50:45.157Z
6826,24,,036feeb6-9a22-43c5-a8e3-7ac611d8ff49,1,85,St. Viator (IL),260,78,Kmet,kmet,Cole Kmet,6826,Active,#colekmet-NFL-CHI-85,,,,,TE,1999-03-10,TE,,TE,nfl,Cole,4258595,21772,3,14436,,,1066765,Notre Dame,117,,CHI,cole,colekmet,32713,,1690392620171,,true,,,0,0,9,0,0,6,3,0,13,0,134,135,0,0,14,14,0,124,135,0,0,2023-07-28T16:28:42.749Z,2023-07-28T16:50:45.272Z
MIA,,,,,,,,,Dolphins,,Miami Dolphins,MIA,,,,,,,DEF,,DEF,,,nfl,Miami,,,,,,,,,,,MIA,,,,,,,true,,,0,0,11,0,0,0,3,0,10,0,0,240,0,0,0,9,0,187,240,0,0,2023-07-28T16:28:50.564Z,2023-07-28T16:50:39.337Z
5119,27,,5ffb654f-0de5-424b-aa2f-ad511deb5b51,1,7,Villa Park (CA),190,71,Sanders,sanders,Jason Sanders,5119,Active,#jasonsanders-NFL-MIA-7,00-0034794,,,,K,1995-11-16,K,,K,nfl,Jason,3124679,20033,5,13007,,,821895,New Mexico,244,,MIA,jason,jasonsanders,31199,,1673829304068,,true,,,0,0,11,0,0,0,2,0,10,0,0,243,0,0,0,7,0,238,243,0,0,2023-07-28T16:28:39.098Z,2023-07-28T16:50:39.341Z
6853,27,,8e1285f7-6e4c-41e4-aac9-92e09f9f32b2,1,12,Ravenwood (TN),200,73,Jefferson,jefferson,Van Jefferson,6853,Active,#vanjefferson-NFL-LAR-12,,,,,WR,1996-07-26,WR,,LWR,nfl,Van,3930066,21739,3,14430,,,884080,Florida,170,,LAR,van,vanjefferson,32727,,1687213852769,,true,,,0,0,10,0,0,0,7,0,10,0,0,178,0,0,0,71,0,215,178,0,0,2023-07-28T16:28:42.831Z,2023-07-28T16:50:43.623Z
6849,25,,adfc13b3-1eb6-49f3-9ba6-d4d87fd13685,,17,Daingerfield (TX),207,75,Mims,mims,Denzel Mims,6849,Active,#denzelmims-NFL-DET-17,,,,,WR,1997-10-10,WR,,,nfl,Denzel,4035403,21741,3,14539,,,934331,Baylor,317,,DET,denzel,denzelmims,32729,,1689819604728,,true,,,0,0,15,0,0,0,11,0,9,0,0,463,0,0,0,155,0,0,463,0,0,2023-07-28T16:28:42.805Z,2023-07-28T16:50:44.407Z
MIN,,,,,,,,,Vikings,,Minnesota Vikings,MIN,,,,,,,DEF,,DEF,,,nfl,Minnesota,,,,,,,,,,,MIN,,,,,,,true,,,0,0,13,0,0,0,5,0,13,0,0,316,0,0,0,27,0,226,316,0,0,2023-07-28T16:28:50.496Z,2023-07-28T16:50:39.539Z
6847,25,,d93dbc83-e604-4823-a24e-d162cbd8d4d9,2,13,Sachse (TX),202,71,Duvernay,duvernay,Devin Duvernay,6847,Active,#devinduvernay-NFL-BAL-13,,,,,WR,1997-09-12,WR,,LWR,nfl,Devin,4039050,21721,3,14636,,,920756,Texas,289,,BAL,devin,devinduvernay,32762,,1686755111128,,true,,,0,0,12,0,0,0,9,0,13,0,0,305,0,0,0,106,0,0,305,0,0,2023-07-28T16:28:42.802Z,2023-07-28T16:50:44.001Z
6843,25,,617aee8a-70be-4bdf-9a71-2e2b74e647e6,3,85,Sacred Heart Griffin (IL),258,77,Okwuegbunam,okwuegbunam,Albert Okwuegbunam,6843,Active,#albertokwuegbunam-NFL-DEN-85,,,,,TE,1998-04-25,TE,,TE,nfl,Albert,4035115,21794,3,14369,,,920077,Missouri,473,,DEN,albert,albertokwuegbunam,32788,,1673880309598,,true,,,0,0,13,0,0,0,6,0,9,0,0,331,0,0,0,40,0,0,331,0,0,2023-07-28T16:28:42.783Z,2023-07-28T16:50:39.582Z
6850,25,,f58a5899-8b78-46e8-a29a-ba6273b7d872,2,88,John Milledge Academy (GA),230,77,Bryant,bryant,Harrison Bryant,6850,Active,#harrisonbryant-NFL-CLE-88,,,,,TE,1998-04-23,TE,,TE,nfl,Harrison,4040774,21783,3,14576,,,916467,Florida Atlantic,9999999,,CLE,harrison,harrisonbryant,32785,,1679139918838,,true,,,0,0,14,0,0,0,7,0,5,0,0,392,0,0,0,50,0,0,392,0,0,2023-07-28T16:28:42.811Z,2023-07-28T16:50:39.809Z
6870,24,,5abee27b-2710-46ed-b110-fece5c2654e8,,11,Conway (SC),215,75,Edwards,edwards,Bryan Edwards,6870,Active,#bryanedwards-NFL-NO-11,,,,,WR,1998-11-13,WR,,,nfl,Bryan,4038818,21736,3,14577,,,910406,South Carolina,9999999,,NO,bryan,bryanedwards,32751,,1679952609012,,true,,,0,0,16,0,0,0,11,0,11,0,0,570,0,0,0,185,0,0,570,0,0,2023-07-28T16:28:42.939Z,2023-07-28T16:50:44.650Z
6869,26,,4e14183b-f974-4745-9d7f-8f5eb2a92a7d,,82,Elk Rapids (MI),253,77,Trautman,trautman,Adam Trautman,6869,Active,#adamtrautman-NFL-DEN-82,,,,,TE,1997-02-05,TE,,,nfl,Adam,3911853,21786,3,14541,,,875444,Dayton,481,,DEN,adam,adamtrautman,32775,,1682862326286,,true,,,0,0,14,0,0,0,7,0,9,0,0,385,0,0,0,47,0,0,385,0,0,2023-07-28T16:28:42.937Z,2023-07-28T16:50:39.714Z
6886,25,,53ed110c-f022-4759-afd3-1cd3436dbba7,,10,Abbotsford (CAN),238,76,Claypool,claypool,Chase Claypool,6886,Active,#chaseclaypool-NFL-CHI-10,,,,,WR,1998-07-07,WR,,,nfl,Chase,4046692,21752,3,14433,,,946094,Notre Dame,237,,CHI,chase,chaseclaypool,32719,,1690299914863,,true,,,0,0,10,0,0,7,7,0,13,0,143,185,0,0,59,78,0,266,185,0,0,2023-07-28T16:28:42.969Z,2023-07-28T16:50:45.490Z
6885,26,,4b0a90db-f007-4ac1-8542-b531342b9da5,2,21,Pearl-Cohn (TN),214,70,Vaughn,vaughn,Ke'Shawn Vaughn,6885,Active,#keshawnvaughn-NFL-TB-21,,,,,RB,1997-05-04,RB,,RB,nfl,Ke'Shawn,3917612,21788,3,14557,,,877807,Vanderbilt,302,,TB,keshawn,keshawnvaughn,32746,,1690306514765,,true,,,0,0,14,0,0,0,10,0,5,0,0,386,0,0,0,107,0,0,386,0,0,2023-07-28T16:28:42.968Z,2023-07-28T16:50:39.716Z
6894,26,,b2d98b60-b4b3-4610-81d2-2154c723fdbb,,84,Tarpon Springs (FL),250,76,Wilcox,wilcox,Mitchell Wilcox,6894,Active,#mitchellwilcox-NFL-CIN-84,,,,,TE,1996-11-07,TE,Undisclosed,,nfl,Mitchell,3923392,21800,3,14634,,,885394,South Florida,9999999,,CIN,mitchell,mitchellwilcox,33171,,1690225509890,PUP,true,,,0,0,16,0,0,0,10,0,7,0,0,578,0,0,0,110,0,0,578,0,0,2023-07-28T16:28:42.997Z,2023-07-28T16:50:42.684Z
6951,24,,aebf7b65-da15-4499-b1af-6687fa50b2e4,3,26,Wylie East (TX),207,69,Benjamin,benjamin,Eno Benjamin,6951,Active,#enobenjamin-NFL-NO-26,,,,,RB,1999-04-13,RB,,RB,nfl,Eno,4242873,21773,3,14372,,,974627,Arizona State,9999999,,NO,eno,enobenjamin,32892,,1673483427761,,true,,,0,0,13,0,0,0,9,0,11,0,0,332,0,0,0,95,0,0,332,0,0,2023-07-28T16:28:43.178Z,2023-07-28T16:50:39.584Z
6927,25,,ca85137c-205c-458e-8b77-8457849f614c,1,16,Athens (AL),193,72,Watkins,watkins,Quez Watkins,6927,Active,#quezwatkins-NFL-PHI-16,,,,,WR,1998-06-09,WR,,SWR,nfl,Quez,4050373,21957,3,14464,,,949134,Southern Miss,363,,PHI,quez,quezwatkins,32870,,1686248406379,,true,,,0,0,12,0,0,0,8,0,10,0,0,287,0,0,0,101,0,0,287,0,0,2023-07-28T16:28:43.131Z,2023-07-28T16:50:43.994Z
6931,24,,48ef5bfa-7b91-4ed1-ad12-e94c0bc101c2,1,31,Glynn Academy (GA),214,70,Dallas,dallas,DeeJay Dallas,6931,Active,#deejaydallas-NFL-SEA-31,,,,,RB,1998-09-16,RB,,KR,nfl,DeeJay,4240631,21804,3,14410,,,976309,Miami (FL),9999999,,SEA,deejay,deejaydallas,32814,,1673917517919,,true,,,0,0,13,0,0,0,9,0,5,0,0,344,0,0,0,94,0,0,344,0,0,2023-07-28T16:28:43.136Z,2023-07-28T16:50:39.611Z
6918,24,,0dbbd211-0372-4751-9751-e4df4ab1f8eb,3,26,Juanita (WA),197,71,Ahmed,ahmed,Salvon Ahmed,6918,Active,#salvonahmed-NFL-MIA-26,,,,,RB,1998-12-30,RB,,RB,nfl,Salvon,4243315,21843,3,14453,,,1049246,Washington,9999999,,MIA,salvon,salvonahmed,33265,,1678473338570,,true,,,0,0,13,0,0,0,9,0,10,0,0,335,0,0,0,96,0,0,335,0,0,2023-07-28T16:28:43.096Z,2023-07-28T16:50:39.592Z
6945,25,,c0a8a5d0-583f-457a-9d96-70027d3f69e7,1,24,Eagle's Landing Christian (GA),220,74,Gibson,gibson,Antonio Gibson,6945,Active,#antoniogibson-NFL-WAS-24,,,,,RB,1998-06-23,RB,,KR,nfl,Antonio,4360294,21861,3,14639,,,1107826,Memphis,91,,WAS,antonio,antoniogibson,32736,,1690389320113,,true,,,0,0,7,0,0,7,5,0,14,0,104,85,0,0,37,32,0,89,85,0,0,2023-07-28T16:28:43.176Z,2023-07-28T16:50:45.204Z
6943,24,,dc397432-7157-4ce4-976d-b9662cc6f551,1,13,Seminole (FL),225,74,Davis,davis,Gabe Davis,6943,Active,#gabedavis-NFL-BUF-13,,,,,WR,1999-04-01,WR,,RWR,nfl,Gabe,4243537,21735,3,14359,,,976761,UCF,97,,BUF,gabe,gabedavis,32798,,1690560632343,,true,,,0,0,7,0,0,5,6,0,13,0,95,94,0,0,41,41,0,100,94,0,0,2023-07-28T16:28:43.170Z,2023-07-28T16:50:45.424Z
6926,26,,39cb1520-dda8-4167-95c4-4947c8383bc4,2,88,Ensworth (TN),245,76,Hopkins,hopkins,Brycen Hopkins,6926,Active,#brycenhopkins-NFL-LAR-88,,,,,TE,1997-03-27,TE,,TE,nfl,Brycen,3918003,21678,3,14586,,,880294,Purdue,9999999,,LAR,brycen,brycenhopkins,32806,,1673571936275,,true,,,0,0,16,0,0,0,8,0,10,0,0,525,0,0,0,80,0,0,525,0,0,2023-07-28T16:28:43.112Z,2023-07-28T16:50:41.825Z
6984,25,,83d4c4c3-3c40-49b1-8b86-25d256a0b5ad,3,26,IMG Academy (FL),224,71,Jones,jones,Tony Jones,6984,Active,#tonyjones-NFL-DEN-26,,,,,RB,1997-11-24,RB,,RB,nfl,Tony,4046676,21774,3,14423,,,946101,Notre Dame,9999999,,DEN,tony,tonyjones,33114,,1679666461976,,true,,,0,0,15,0,0,0,11,0,9,0,0,468,0,0,0,134,0,0,468,0,0,2023-07-28T16:28:43.298Z,2023-07-28T16:50:40.897Z
6957,26,,c65488d4-251e-40fc-9f32-7019bbdaf75e,1,10,DeSoto (TX),191,71,Proche,proche,James Proche,6957,Active,#jamesproche-NFL-BAL-10,,,,,WR,1996-09-21,WR,,PR,nfl,James,3916204,21723,3,14415,,,877913,SMU,9999999,,BAL,james,jamesproche,32871,,1687216851992,,true,,,0,0,16,0,0,0,11,0,13,0,0,538,0,0,0,170,0,0,538,0,0,2023-07-28T16:28:43.209Z,2023-07-28T16:50:44.601Z
6956,25,,05e15d81-6bb1-49f7-b677-63475d073961,2,86,De La Salle (CA),260,75,Asiasi,asiasi,Devin Asiasi,6956,Active,#devinasiasi-NFL-CIN-86,,,,,TE,1997-08-14,TE,,TE,nfl,Devin,4046522,21771,3,14425,,,946008,UCLA,9999999,,CIN,devin,devinasiasi,32761,,1673198155440,,true,,,0,0,16,0,0,0,9,0,7,0,0,561,0,0,0,103,0,0,561,0,0,2023-07-28T16:28:43.205Z,2023-07-28T16:50:42.421Z
6989,25,,1364cb22-1bfa-429b-8bde-dfd0d2938163,2,11,Warner Robins (GA),204,74,Callaway,callaway,Marquez Callaway,6989,Active,#marquezcallaway-NFL-DEN-11,,,,,WR,1998-03-27,WR,,RWR,nfl,Marquez,4035170,21750,3,14556,,,921454,Tennessee,9999999,,DEN,marquez,marquezcallaway,33109,,1679711705127,,true,,,0,0,14,0,0,0,10,0,9,0,0,400,0,0,0,131,0,0,400,0,0,2023-07-28T16:28:43.305Z,2023-07-28T16:50:44.220Z
